rng.stream,seed,no_extinction_pass,no_extinction_value,no_extinction_margin,max_10x_pass,max_10x_value,max_10x_margin,grazer_cycle_pass,grazer_cycle_value,grazer_cycle_margin,fertility_band_pass,fertility_band_value,fertility_band_margin,grass_band_pass,grass_band_value,grass_band_margin,tree_growth_pass,tree_growth_value,tree_growth_margin,mature_trees_10k_pass,mature_trees_10k_value,mature_trees_10k_margin,animals_10k_pass,animals_10k_value,animals_10k_margin,first_extinction_tick,first_extinction_species,first_extinction_dominant_cause,grazer_peaks,hunter_extinction_tick,hunter_immigrants
1,1,true,24,23.000000,true,609,0.817665,true,13765,8.176667,false,221.32659912109375,-0.006030,true,0.8798999786376953,0.073789,true,489,26.166667,true,399,10.400000,true,38,18.000000,,,,10,,0
1,2,true,25,24.000000,true,598,0.794502,true,17525,10.683333,true,219.70370483398438,0.001347,true,0.8787999749183655,0.074947,true,467,24.944444,true,390,10.142857,true,36,17.000000,,,,14,,0
1,3,false,0,-1.000000,true,70,0.800000,true,6247,3.164667,false,230.91600036621094,-0.049618,true,0.8790000081062317,0.074737,true,480,25.666667,true,404,10.542857,true,83,7.300000,11697,grazers,eaten,3,12905,0
2,1,false,0,-1.000000,true,75,0.797297,false,0,-1.000000,false,230.71090698242188,-0.048686,true,0.880299985408783,0.073368,true,498,26.666667,true,387,10.057143,false,0,-1.000000,9814,grazers,eaten,1,11078,0
2,2,true,26,25.000000,true,77,0.773529,true,14913,8.942000,false,223.8011016845703,-0.017278,true,0.8790000081062317,0.074737,true,494,26.444444,true,440,11.571429,true,36,17.000000,,,,8,,0
2,3,true,33,32.000000,true,67,0.796970,true,15840,9.560000,false,224.3343048095703,-0.019701,true,0.879800021648407,0.073895,true,472,25.222222,true,379,9.828571,true,46,22.000000,,,,7,,0
3,1,true,19,18.000000,true,627,0.847816,true,14081,8.387333,false,220.78720092773438,-0.003578,true,0.8790000081062317,0.074737,true,506,27.111111,true,434,11.400000,true,26,12.000000,,,,11,,0
3,2,true,29,28.000000,true,60,0.837838,true,13068,7.712000,false,220.54690551757813,-0.002486,true,0.8794999718666077,0.074211,true,520,27.888889,true,423,11.085714,true,34,16.000000,,,,10,,0
3,3,true,33,32.000000,true,63,0.814706,true,16626,10.084000,false,221.9282989501953,-0.008765,true,0.8762000203132629,0.077684,true,486,26.000000,true,406,10.600000,true,42,20.000000,,,,10,,0
4,1,true,23,22.000000,true,58,0.818750,true,16433,9.955333,true,219.5157928466797,0.002201,true,0.8805999755859375,0.073053,true,512,27.444444,true,391,10.171429,true,26,12.000000,,,,11,,0
4,2,true,27,26.000000,true,68,0.787500,true,16748,10.165333,false,221.8332061767578,-0.008333,true,0.8799999952316284,0.073684,true,481,25.722222,true,415,10.857143,true,40,19.000000,,,,14,,0
4,3,false,0,-1.000000,true,70,0.800000,false,0,-1.000000,false,233.8345947265625,-0.062885,true,0.8791999816894531,0.074526,true,476,25.444444,true,376,9.742857,false,0,-1.000000,6714,grazers,eaten,1,7974,0
5,1,true,25,24.000000,true,65,0.824324,true,17112,10.408000,false,220.8052978515625,-0.003660,true,0.8805000185966492,0.073158,true,516,27.666667,true,411,10.742857,true,30,14.000000,,,,10,,0
5,2,false,0,-1.000000,true,615,0.772222,false,0,-1.000000,false,230.95730590820313,-0.049806,true,0.8788999915122986,0.074842,true,506,27.111111,true,340,8.714286,false,0,-1.000000,8854,grazers,eaten,1,10075,0
5,3,false,0,-1.000000,true,72,0.788235,true,2239,0.492667,false,231.38409423828125,-0.051746,true,0.8804000020027161,0.073263,true,478,25.555556,true,394,10.257143,true,63,5.300000,11971,grazers,eaten,2,13143,0
