rain.storm_mean_mm,seed,no_extinction_pass,no_extinction_value,no_extinction_margin,max_10x_pass,max_10x_value,max_10x_margin,grazer_cycle_pass,grazer_cycle_value,grazer_cycle_margin,fertility_band_pass,fertility_band_value,fertility_band_margin,grass_band_pass,grass_band_value,grass_band_margin,tree_growth_pass,tree_growth_value,tree_growth_margin,mature_trees_10k_pass,mature_trees_10k_value,mature_trees_10k_margin,animals_10k_pass,animals_10k_value,animals_10k_margin,first_extinction_tick,first_extinction_species,first_extinction_dominant_cause,grazer_peaks,hunter_extinction_tick,hunter_immigrants,pp_lag,pp_corr,pp_undefined,pp_period,pp_pass
5,1,true,32,31.000000,true,211,0.340625,true,15578,9.385333,true,48.42369842529297,0.210592,true,0.8877999782562256,0.065474,true,825,44.833333,true,182,4.200000,true,148,73.000000,,,,11,,0,6700,0.6164,,3400,false
5,2,true,8,7.000000,true,205,0.430556,true,16681,10.120667,true,51.380001068115234,0.284500,true,0.8873999714851379,0.065895,true,281,14.611111,true,103,1.942857,true,130,64.000000,,,,11,,0,8000,0.3997,,1350,false
5,3,true,36,35.000000,true,907,0.623651,true,16120,9.746667,true,46.87409973144531,0.171852,true,0.890999972820282,0.062105,true,818,44.444444,true,74,1.114286,true,104,51.000000,,,,10,,0,8000,0.5228,,2750,false
