climate.rain_amp,hunter.kill_prob,seed,no_extinction_pass,no_extinction_value,no_extinction_margin,max_10x_pass,max_10x_value,max_10x_margin,grazer_cycle_pass,grazer_cycle_value,grazer_cycle_margin,fertility_band_pass,fertility_band_value,fertility_band_margin,grass_band_pass,grass_band_value,grass_band_margin,tree_growth_pass,tree_growth_value,tree_growth_margin,mature_trees_10k_pass,mature_trees_10k_value,mature_trees_10k_margin,animals_10k_pass,animals_10k_value,animals_10k_margin,first_extinction_tick,first_extinction_species,first_extinction_dominant_cause,grazer_peaks,hunter_extinction_tick,hunter_immigrants
8,0.2,1,true,3,2.000000,true,130,0.434783,true,16930,10.286667,true,159.1208953857422,0.276723,true,0.8924999833106995,0.060526,true,86,3.777778,false,10,-0.714286,true,45,21.500000,,,,11,,0
8,0.2,2,true,1,0.000000,true,90,0.625000,true,15459,9.306000,true,161.11990356445313,0.267637,true,0.8896999955177307,0.063474,true,51,1.833333,false,11,-0.685714,true,60,29.000000,,,,10,,0
8,0.2,3,true,6,5.000000,true,65,0.803030,true,17120,10.413333,true,156.2631072998047,0.289713,true,0.8827999830245972,0.070737,true,31,0.722222,false,7,-0.800000,true,54,26.000000,,,,12,,0
8,0.3,1,true,3,2.000000,true,136,0.611429,true,17221,10.480667,true,166.77529907226563,0.241930,true,0.8794999718666077,0.074211,true,74,3.111111,false,19,-0.457143,true,59,28.500000,,,,11,,0
8,0.3,2,false,0,-1.000000,true,77,0.759375,true,10975,6.316667,true,166.90890502929688,0.241323,true,0.8920999765396118,0.060947,true,64,2.555556,false,7,-0.800000,true,63,30.500000,14574,grazers,eaten,8,15924,0
8,0.3,3,false,0,-1.000000,true,76,0.769697,true,3464,1.309333,true,167.5605926513672,0.238361,true,0.8966000080108643,0.056211,true,34,0.888889,false,10,-0.714286,true,116,10.600000,10977,grazers,eaten,2,12214,0
8,0.4,1,false,0,-1.000000,true,143,0.579412,true,11244,6.496000,true,166.5554962158203,0.242930,true,0.8779000043869019,0.075895,true,90,4.000000,false,12,-0.657143,true,65,31.500000,16713,grazers,eaten,8,17921,0
8,0.4,2,false,0,-1.000000,true,87,0.751429,false,0,-1.000000,true,170.08340454101563,0.226894,true,0.8981999754905701,0.054526,true,44,1.444444,false,7,-0.800000,false,0,-1.000000,8406,grazers,eaten,1,9590,0
8,0.4,3,false,0,-1.000000,true,81,0.746875,false,0,-1.000000,true,170.23500061035156,0.226205,true,0.9002000093460083,0.052421,false,17,-0.055556,false,8,-0.771429,false,0,-1.000000,9346,grazers,eaten,1,10533,0
8,0.5,1,false,0,-1.000000,true,106,0.411111,false,5,-0.996667,true,173.27960205078125,0.212365,true,0.8981000185012817,0.054632,true,75,3.166667,false,11,-0.685714,false,0,-1.000000,7301,grazers,eaten,2,8624,0
8,0.5,2,false,0,-1.000000,true,0,0.000000,false,0,-1.000000,true,170.45460510253906,0.225206,true,0.9088000059127808,0.043368,false,0,-1.000000,false,0,-1.000000,false,0,-1.000000,1350,trees,unrecorded,1,8803,0
8,0.5,3,false,0,-1.000000,true,84,0.745455,true,2421,0.614000,true,167.08859252929688,0.240506,true,0.8952000141143799,0.057684,true,49,1.722222,false,13,-0.628571,false,0,-1.000000,7491,grazers,eaten,2,8755,0
