rain.storm_mean_mm,seed,no_extinction_pass,no_extinction_value,no_extinction_margin,max_10x_pass,max_10x_value,max_10x_margin,grazer_cycle_pass,grazer_cycle_value,grazer_cycle_margin,fertility_band_pass,fertility_band_value,fertility_band_margin,grass_band_pass,grass_band_value,grass_band_margin,tree_growth_pass,tree_growth_value,tree_growth_margin,mature_trees_10k_pass,mature_trees_10k_value,mature_trees_10k_margin,animals_10k_pass,animals_10k_value,animals_10k_margin,first_extinction_tick,first_extinction_species,first_extinction_dominant_cause,grazer_peaks,hunter_extinction_tick,hunter_immigrants,pp_lag,pp_corr,pp_undefined,pp_period,pp_pass
10,1,true,32,31.000000,true,199,0.378125,true,15862,9.574667,true,48.811100006103516,0.220278,true,0.8884999752044678,0.064737,true,888,48.333333,true,348,8.942857,true,151,74.500000,,,,10,,0,3950,0.7530,,10650,true
10,2,true,37,36.000000,true,162,0.562162,true,16278,9.852000,true,52.91299819946289,0.322825,true,0.8876000046730042,0.065684,true,1085,59.277778,true,501,13.314286,true,130,64.000000,,,,11,,0,4850,0.4911,,1350,false
10,3,true,36,35.000000,true,1333,0.527305,true,16385,9.923333,true,55.24140167236328,0.381035,true,0.8909000158309937,0.062211,true,732,39.666667,true,479,12.685714,true,106,52.000000,,,,10,,0,8000,0.3423,,5500,false
