hunter.kill_energy,hunter.hunt_cost,seed,no_extinction_pass,no_extinction_value,no_extinction_margin,max_10x_pass,max_10x_value,max_10x_margin,grazer_cycle_pass,grazer_cycle_value,grazer_cycle_margin,fertility_band_pass,fertility_band_value,fertility_band_margin,grass_band_pass,grass_band_value,grass_band_margin,tree_growth_pass,tree_growth_value,tree_growth_margin,mature_trees_10k_pass,mature_trees_10k_value,mature_trees_10k_margin,animals_10k_pass,animals_10k_value,animals_10k_margin,first_extinction_tick,first_extinction_species,first_extinction_dominant_cause,grazer_peaks,hunter_extinction_tick,hunter_immigrants,pp_lag,pp_corr,pp_undefined
60,0,1,false,0,-1.000000,true,132,0.611765,false,955,-0.363333,false,228.69650268554688,-0.039530,true,0.8806999921798706,0.072947,true,450,24.000000,true,124,2.542857,false,0,-1.000000,7835,grazers,eaten,2,9116,0,,,grazers eaten
60,0,2,false,0,-1.000000,true,122,0.651429,false,840,-0.440000,false,223.05259704589844,-0.013875,true,0.8812999725341797,0.072316,true,372,19.666667,true,146,3.171429,false,0,-1.000000,7575,grazers,eaten,2,8904,0,,,grazers eaten
60,0,3,false,0,-1.000000,true,123,0.627273,true,2008,0.338667,false,222.1009063720703,-0.009550,true,0.8813999891281128,0.072211,true,368,19.444444,true,105,2.000000,false,0,-1.000000,7429,grazers,eaten,2,8678,0,,,grazers eaten
60,1,1,false,0,-1.000000,true,117,0.655882,true,2932,0.954667,false,224.72560119628906,-0.021480,true,0.8827000260353088,0.070842,true,364,19.222222,true,137,2.914286,false,0,-1.000000,7347,grazers,eaten,3,8581,0,,,grazers eaten
60,1,2,true,1,0.000000,true,60,0.828571,true,16567,10.044667,true,214.0240020751953,0.027164,true,0.8790000081062317,0.074737,true,337,17.722222,true,78,1.228571,true,13,5.500000,,,,9,,0,2000,-0.3547,
60,1,3,true,1,0.000000,true,71,0.784848,true,16679,10.119333,true,212.34649658203125,0.034789,true,0.8799999952316284,0.073684,true,330,17.333333,true,89,1.542857,true,32,15.000000,,,,8,,0,2000,-0.5342,
60,2,1,false,0,-1.000000,true,101,0.702941,true,3117,1.078000,false,222.62950134277344,-0.011952,true,0.8824999928474426,0.071053,true,442,23.555556,true,143,3.085714,false,0,-1.000000,9637,grazers,eaten,2,10552,0,,,grazers eaten
60,2,2,false,0,-1.000000,true,544,0.845892,true,15735,9.490000,true,209.01780700683594,0.049919,true,0.8784999847412109,0.075263,true,392,20.777778,true,93,1.657143,true,3,0.500000,12831,hunters,starved,10,12831,0,,,hunters starved
60,2,3,false,0,-1.000000,true,531,0.840541,true,17177,10.451333,true,209.52789306640625,0.047600,true,0.8810999989509583,0.072526,true,314,16.444444,true,98,1.800000,false,0,-1.000000,7597,hunters,starved,9,7597,0,,,hunters starved
60,3,1,false,0,-1.000000,true,579,0.834571,true,16913,10.275333,true,210.35240173339844,0.043853,true,0.8815000057220459,0.072105,true,416,22.111111,true,126,2.600000,true,2,0.000000,10515,hunters,starved,13,10515,0,,,hunters starved
60,3,2,false,0,-1.000000,true,550,0.851752,true,17298,10.532000,true,215.056396484375,0.022471,true,0.8799999952316284,0.073684,true,362,19.111111,true,107,2.057143,false,0,-1.000000,7466,hunters,starved,9,7466,0,,,hunters starved
60,3,3,false,0,-1.000000,true,518,0.837618,true,17801,10.867333,true,210.52609252929688,0.043063,true,0.8808000087738037,0.072842,true,327,17.166667,true,115,2.285714,false,0,-1.000000,9040,hunters,starved,9,9040,0,,,hunters starved
80,0,1,false,0,-1.000000,true,129,0.620588,false,0,-1.000000,false,220.4279022216797,-0.001945,true,0.8802000284194946,0.073474,true,374,19.777778,true,93,1.657143,false,0,-1.000000,7258,grazers,eaten,1,8322,0,,,grazers eaten
80,0,2,false,0,-1.000000,true,129,0.631429,false,1318,-0.121333,false,222.4333038330078,-0.011060,true,0.8788999915122986,0.074842,true,355,18.722222,true,97,1.771429,false,0,-1.000000,8119,grazers,eaten,2,9264,0,,,grazers eaten
80,0,3,false,0,-1.000000,true,124,0.624242,false,1227,-0.182000,false,224.4346923828125,-0.020158,true,0.8816999793052673,0.071895,true,339,17.833333,true,102,1.914286,false,0,-1.000000,8005,grazers,eaten,2,9323,0,,,grazers eaten
80,1,1,false,0,-1.000000,true,118,0.652941,false,0,-1.000000,false,224.21299743652344,-0.019150,true,0.8802000284194946,0.073474,true,409,21.722222,true,133,2.800000,false,0,-1.000000,7927,grazers,eaten,1,9174,0,,,grazers eaten
80,1,2,true,2,1.000000,true,60,0.828571,true,16653,10.102000,true,215.11920166015625,0.022185,true,0.8788999915122986,0.074842,true,371,19.611111,true,144,3.114286,true,12,5.000000,,,,11,,0,2000,-0.1902,
80,1,3,true,1,0.000000,true,71,0.784848,true,14090,8.393333,true,208.2657928466797,0.053337,true,0.8816999793052673,0.071895,true,297,15.500000,true,96,1.742857,true,29,13.500000,,,,11,,0,2000,-0.5683,
80,2,1,false,0,-1.000000,true,95,0.720588,false,1048,-0.301333,false,223.54620361328125,-0.016119,true,0.8808000087738037,0.072842,true,290,15.111111,true,101,1.885714,false,0,-1.000000,8682,grazers,eaten,2,9851,0,,,grazers eaten
80,2,2,false,0,-1.000000,true,580,0.831884,true,15967,9.644667,true,209.5915069580078,0.047311,true,0.8808000087738037,0.072842,true,329,17.277778,true,95,1.714286,true,4,1.000000,17381,hunters,starved,14,17381,0,,,hunters starved
80,2,3,false,0,-1.000000,true,53,0.834375,true,17475,10.650000,true,208.63150024414063,0.051675,true,0.8787000179290771,0.075053,true,387,20.500000,true,89,1.542857,false,0,-1.000000,9491,hunters,starved,11,9491,0,,,hunters starved
80,3,1,false,0,-1.000000,true,66,0.772414,true,16819,10.212667,true,214.05389404296875,0.027028,true,0.8830999732017517,0.070421,true,328,17.222222,true,119,2.400000,true,3,0.500000,11241,hunters,starved,7,11241,0,,,hunters starved
80,3,2,false,0,-1.000000,true,528,0.855342,true,15621,9.414000,true,213.8177032470703,0.028101,true,0.8791000247001648,0.074632,true,411,21.833333,true,149,3.257143,false,1,-0.500000,10138,hunters,starved,9,10138,0,,,hunters starved
80,3,3,false,0,-1.000000,true,531,0.820000,true,16004,9.669333,true,210.27789306640625,0.044191,true,0.8813999891281128,0.072211,true,363,19.166667,true,95,1.714286,true,4,1.000000,11625,hunters,starved,11,11625,0,,,hunters starved
