tick,kind,species,patch_x,patch_y,x,y,cause,detail
1626,birth,grazer,14,5,116,45,,8123
1626,birth,grazer,12,20,96,161,,8124
1626,birth,grazer,25,23,207,185,,8125
1626,birth,grazer,4,4,37,37,,8126
1626,birth,grazer,27,13,219,110,,8127
1626,birth,grazer,6,9,53,74,,8128
1626,birth,grazer,9,25,72,200,,8129
1626,birth,grazer,0,18,0,151,,8130
1626,birth,grazer,14,11,118,94,,8131
1626,birth,grazer,18,12,151,103,,8132
1627,birth,grazer,21,18,168,149,,8133
1627,birth,grazer,21,18,170,146,,8134
1627,birth,grazer,24,27,199,217,,8135
1627,birth,grazer,22,18,181,151,,8136
1627,birth,grazer,31,4,248,36,,8137
1627,birth,grazer,17,22,143,176,,8138
1627,death,grazer,19,18,159,144,crowded,4534
1627,birth,grazer,19,8,156,64,,8139
1627,birth,grazer,16,26,130,213,,8140
1627,birth,grazer,19,12,159,103,,8141
1628,birth,grazer,24,8,199,66,,8142
1628,birth,grazer,2,14,23,112,,8143
1628,birth,grazer,2,5,21,46,,8144
1628,birth,grazer,16,26,135,215,,8145
1628,birth,grazer,23,21,184,172,,8146
1628,birth,grazer,28,24,224,195,,8147
1628,birth,grazer,29,6,235,48,,8148
1628,birth,grazer,18,7,150,59,,8149
1628,birth,grazer,23,10,190,84,,8150
1628,birth,grazer,10,6,80,49,,8151
1628,birth,grazer,19,9,155,73,,8152
1629,birth,grazer,8,8,71,64,,8153
1629,death,grazer,23,11,186,90,crowded,2595
1629,birth,grazer,10,9,83,72,,8154
1629,birth,grazer,30,7,240,57,,8155
1629,birth,grazer,18,10,151,87,,8156
1629,death,grazer,23,11,186,92,crowded,5023
1629,birth,grazer,31,3,255,31,,8157
1629,birth,grazer,20,10,166,86,,8158
1630,birth,grazer,26,19,214,159,,8159
1630,birth,grazer,8,25,67,200,,8160
1630,birth,grazer,2,2,23,23,,8161
1630,death,grazer,21,19,170,159,crowded,7250
1631,birth,grazer,26,7,209,57,,8162
1631,birth,grazer,2,2,22,23,,8163
1631,birth,grazer,28,26,231,208,,8164
1631,birth,grazer,18,22,150,183,,8165
1631,birth,grazer,25,11,203,89,,8166
1631,birth,grazer,7,28,61,225,,8167
1631,birth,grazer,4,31,32,248,,8168
1632,birth,grazer,8,7,70,56,,8169
1632,birth,grazer,12,15,96,121,,8170
1632,birth,grazer,6,5,50,47,,8171
1632,birth,grazer,3,2,24,23,,8172
1632,birth,grazer,3,4,25,34,,8173
1632,birth,grazer,26,25,213,205,,8174
1633,birth,grazer,10,15,87,125,,8175
1633,birth,grazer,31,7,248,62,,8176
1633,birth,grazer,20,27,166,219,,8177
1633,birth,grazer,28,11,229,89,,8178
1633,birth,grazer,5,11,44,93,,8179
1633,birth,grazer,29,2,238,22,,8180
1633,birth,grazer,4,4,33,37,,8181
1633,birth,grazer,27,27,223,218,,8182
1633,death,grazer,12,12,99,100,crowded,6213
1633,death,grazer,23,11,186,94,eaten,1773
1634,birth,grazer,21,2,173,21,,8183
1634,birth,grazer,25,23,207,184,,8184
1634,birth,grazer,25,6,206,55,,8185
1634,birth,grazer,8,26,71,215,,8186
1634,birth,grazer,15,27,124,220,,8187
1634,birth,grazer,18,7,151,56,,8188
1634,death,grazer,25,8,204,70,crowded,4369
1634,birth,grazer,10,23,80,191,,8189
1634,birth,grazer,25,5,200,47,,8190
1634,birth,grazer,24,30,192,247,,8191
1635,birth,grazer,10,9,80,72,,8192
1635,birth,grazer,21,19,168,152,,8193
1635,birth,grazer,21,19,168,152,,8194
1635,birth,grazer,30,21,240,171,,8195
1635,birth,grazer,30,18,244,145,,8196
1635,birth,grazer,13,2,104,21,,8197
1635,birth,grazer,25,26,202,209,,8198
1635,birth,grazer,11,9,94,78,,8199
1635,birth,grazer,24,14,194,113,,8200
1636,birth,grazer,28,6,226,49,,8201
1636,birth,grazer,24,11,199,93,,8202
1636,birth,grazer,23,10,191,82,,8203
1636,death,grazer,23,11,190,94,crowded,7502
1637,birth,grazer,4,23,33,185,,8204
1637,birth,grazer,1,30,8,247,,8205
1637,birth,grazer,20,12,166,103,,8206
1637,birth,grazer,28,13,227,105,,8207
1638,birth,grazer,29,21,237,173,,8208
1638,birth,grazer,11,18,89,144,,8209
1638,birth,grazer,10,22,80,176,,8210
1638,death,grazer,24,9,198,72,crowded,1663
1638,birth,grazer,30,8,241,69,,8211
1638,birth,grazer,22,30,183,247,,8212
1638,birth,grazer,19,10,155,86,,8213
1638,birth,grazer,4,31,33,251,,8214
1639,birth,grazer,29,14,236,115,,8215
1639,birth,grazer,25,6,202,48,,8216
1639,birth,grazer,27,25,223,200,,8217
1639,birth,grazer,22,28,178,228,,8218
1639,birth,grazer,30,6,246,48,,8219
1639,birth,grazer,30,9,241,73,,8220
1639,birth,grazer,24,22,199,177,,8221
1639,birth,grazer,6,4,50,32,,8222
1639,birth,grazer,25,8,207,71,,8223
1639,birth,grazer,23,9,186,77,,8224
1639,birth,grazer,24,7,195,60,,8225
1640,birth,grazer,20,4,160,34,,8226
1640,birth,grazer,4,2,33,23,,8227
1640,birth,grazer,31,11,253,93,,8228
1640,birth,grazer,31,21,249,168,,8229
1640,birth,grazer,5,31,46,248,,8230
1641,birth,grazer,1,30,9,247,,8231
1641,birth,grazer,22,11,179,95,,8232
1641,birth,grazer,25,25,205,201,,8233
1641,birth,grazer,31,20,253,163,,8234
1641,birth,grazer,22,15,182,125,,8235
1641,birth,grazer,30,14,240,114,,8236
1641,birth,grazer,3,31,28,251,,8237
1641,birth,grazer,8,31,64,248,,8238
1642,birth,grazer,10,15,80,125,,8239
1642,birth,grazer,5,14,44,114,,8240
1642,birth,grazer,5,31,46,248,,8241
1642,death,grazer,4,3,39,31,eaten,646
1643,birth,grazer,8,20,66,161,,8242
1643,birth,grazer,10,20,86,166,,8243
1643,birth,grazer,2,5,22,43,,8244
1643,birth,grazer,20,12,160,97,,8245
1643,birth,grazer,7,6,63,49,,8246
1643,death,grazer,24,9,194,77,crowded,3924
1643,birth,grazer,18,17,148,142,,8247
1643,birth,grazer,13,21,104,175,,8248
1643,birth,grazer,17,4,143,36,,8249
1643,birth,grazer,19,8,157,65,,8250
1644,birth,grazer,2,20,20,160,,8251
1644,birth,grazer,26,4,214,38,,8252
1644,birth,grazer,17,2,143,23,,8253
1644,death,grazer,19,18,156,148,crowded,2444
1644,birth,grazer,8,25,67,203,,8254
1644,birth,grazer,10,15,87,126,,8255
1644,birth,grazer,9,10,77,80,,8256
1644,birth,grazer,10,7,84,58,,8257
1644,birth,grazer,24,25,192,202,,8258
1644,birth,grazer,22,23,179,187,,8259
1644,death,grazer,4,3,38,30,crowded,5656
1645,birth,grazer,1,26,15,209,,8260
1645,birth,grazer,25,14,200,112,,8261
1645,birth,grazer,31,3,248,24,,8262
1645,birth,grazer,23,30,184,247,,8263
1645,birth,grazer,5,23,44,185,,8264
1645,birth,grazer,5,4,47,36,,8265
1645,birth,grazer,5,4,47,39,,8266
1645,death,grazer,4,3,38,30,crowded,5013
1645,birth,grazer,26,24,211,199,,8267
1645,birth,grazer,25,3,200,30,,8268
1645,birth,grazer,2,31,23,250,,8269
1646,birth,grazer,0,17,0,136,,8270
1646,birth,grazer,0,22,0,181,,8271
1646,birth,grazer,6,6,49,53,,8272
1646,birth,grazer,31,25,251,207,,8273
1646,birth,grazer,27,9,219,73,,8274
1646,birth,grazer,13,13,104,104,,8275
1646,birth,grazer,14,22,112,183,,8276
1646,birth,grazer,16,7,129,56,,8277
1647,birth,grazer,18,8,149,64,,8278
1647,birth,grazer,24,8,192,64,,8279
1647,birth,grazer,24,9,198,78,,8280
1647,birth,grazer,29,6,239,51,,8281
1647,birth,grazer,10,15,80,127,,8282
1647,birth,grazer,29,11,233,93,,8283
1647,birth,grazer,7,23,57,186,,8284
1648,birth,grazer,30,17,243,143,,8285
1648,birth,grazer,22,18,178,148,,8286
1649,birth,grazer,31,5,248,41,,8287
1649,birth,grazer,28,26,231,208,,8288
1649,birth,grazer,22,26,181,212,,8289
1649,birth,grazer,11,4,93,33,,8290
1649,birth,grazer,10,15,81,126,,8291
1649,birth,grazer,10,13,81,104,,8292
1650,birth,grazer,12,0,103,1,,8293
1650,birth,grazer,0,2,0,17,,8294
1650,birth,grazer,14,28,115,225,,8295
1650,birth,grazer,31,5,249,44,,8296
1650,birth,grazer,5,27,43,217,,8297
1650,birth,grazer,30,25,246,206,,8298
1650,birth,grazer,2,20,20,167,,8299
1650,birth,grazer,22,10,182,85,,8300
1650,death,grazer,2,28,21,225,eaten,1110
1650,germination,tree,19,4,158,38,,8301
1650,germination,tree,28,26,226,210,,8302
1650,germination,tree,11,28,90,225,,8303
1650,germination,tree,30,4,242,36,,8304
1650,germination,tree,28,6,227,53,,8305
1650,germination,tree,23,6,186,53,,8306
1650,germination,tree,21,7,168,63,,8307
1650,germination,tree,29,13,235,107,,8308
1650,germination,tree,26,23,215,186,,8309
1650,tree_death,tree,27,8,218,68,crowded,623
1650,germination,tree,7,3,56,31,,8310
1650,germination,tree,22,6,181,48,,8311
1650,germination,tree,21,8,170,65,,8312
1650,germination,tree,28,14,230,112,,8313
1650,germination,tree,28,20,226,167,,8314
1650,tree_death,tree,27,8,221,70,crowded,950
1650,germination,tree,21,4,174,37,,8315
1650,germination,tree,21,8,175,71,,8316
1650,germination,tree,28,24,225,193,,8317
1650,tree_death,tree,15,28,126,228,crowded,1159
1650,tree_death,tree,27,19,218,154,crowded,1379
1650,germination,tree,12,5,101,43,,8318
1650,germination,tree,24,6,196,52,,8319
1650,germination,tree,30,12,243,98,,8320
1650,germination,tree,6,27,54,218,,8321
1650,germination,tree,21,30,169,243,,8322
1651,birth,grazer,23,11,190,88,,8323
1651,birth,grazer,23,11,187,88,,8324
1651,birth,grazer,22,24,179,192,,8325
1651,birth,grazer,10,20,82,167,,8326
1651,death,grazer,23,10,187,87,crowded,2452
1651,birth,grazer,20,21,160,168,,8327
1651,birth,grazer,29,27,239,216,,8328
1651,birth,grazer,3,9,24,79,,8329
1651,birth,grazer,8,31,64,248,,8330
1652,birth,grazer,15,28,122,224,,8331
1652,birth,grazer,20,21,160,168,,8332
1652,birth,grazer,10,5,83,40,,8333
1652,birth,grazer,27,4,216,36,,8334
1652,birth,grazer,2,28,21,224,,8335
1653,birth,grazer,4,7,32,62,,8336
1653,birth,grazer,22,30,183,246,,8337
1653,birth,grazer,4,7,36,56,,8338
1653,birth,grazer,28,12,229,101,,8339
1653,death,grazer,19,22,159,180,crowded,7573
1654,birth,grazer,31,17,254,138,,8340
1654,birth,grazer,14,9,112,72,,8341
1654,birth,grazer,5,27,40,216,,8342
1654,birth,grazer,31,21,250,168,,8343
1654,birth,grazer,10,11,82,91,,8344
1654,birth,grazer,31,2,248,23,,8345
1654,birth,grazer,19,11,156,92,,8346
1654,birth,grazer,24,8,199,68,,8347
1654,birth,grazer,27,4,216,35,,8348
1654,birth,grazer,30,11,240,92,,8349
1654,birth,grazer,12,4,99,39,,8350
1654,birth,grazer,15,23,127,190,,8351
1654,birth,grazer,17,7,136,56,,8352
1654,death,grazer,3,2,29,23,crowded,6347
1655,birth,grazer,22,8,178,66,,8353
1655,birth,grazer,2,28,16,225,,8354
1655,birth,grazer,16,2,128,22,,8355
1655,birth,grazer,6,13,48,106,,8356
1655,birth,grazer,22,27,178,221,,8357
1656,birth,grazer,2,14,21,113,,8358
1656,birth,grazer,31,26,253,210,,8359
1656,birth,grazer,0,29,0,238,,8360
1656,birth,grazer,20,13,160,104,,8361
1656,death,grazer,3,2,27,21,crowded,8114
1657,birth,grazer,6,13,49,105,,8362
1657,birth,grazer,19,22,152,176,,8363
1657,birth,grazer,2,2,23,21,,8364
1657,birth,grazer,4,3,32,27,,8365
1657,birth,grazer,19,22,155,176,,8366
1657,birth,grazer,20,24,166,199,,8367
1657,birth,grazer,5,14,40,112,,8368
1657,birth,grazer,26,25,208,206,,8369
1658,birth,grazer,6,25,50,203,,8370
1658,birth,grazer,23,10,191,84,,8371
1658,birth,grazer,2,20,20,167,,8372
1658,death,grazer,18,2,151,21,crowded,3311
1658,birth,grazer,31,14,252,112,,8373
1658,birth,grazer,18,1,150,15,,8374
1658,birth,grazer,19,2,154,16,,8375
1658,death,grazer,31,5,252,42,crowded,3998
1658,birth,grazer,9,11,72,88,,8376
1658,birth,grazer,20,30,161,247,,8377
1658,birth,grazer,28,13,230,110,,8378
1658,birth,grazer,21,1,168,15,,8379
1659,birth,grazer,25,5,204,45,,8380
1659,birth,grazer,20,1,163,15,,8381
1659,birth,grazer,19,1,153,15,,8382
1659,birth,grazer,19,1,152,15,,8383
1659,birth,grazer,23,21,191,174,,8384
1659,birth,grazer,16,4,128,33,,8385
1659,death,grazer,31,5,252,41,crowded,8219
1660,birth,grazer,10,9,80,72,,8386
1660,birth,grazer,18,1,144,15,,8387
1660,birth,grazer,6,31,52,253,,8388
1660,birth,grazer,16,2,128,23,,8389
1660,birth,grazer,26,19,211,158,,8390
1660,birth,grazer,31,27,248,219,,8391
1660,birth,grazer,9,9,72,75,,8392
1660,birth,grazer,13,6,104,48,,8393
1660,birth,grazer,6,14,53,118,,8394
1660,birth,grazer,30,13,242,108,,8395
1661,birth,grazer,1,25,15,203,,8396
1661,birth,grazer,4,3,32,26,,8397
1661,birth,grazer,3,12,26,97,,8398
1661,birth,grazer,3,26,30,212,,8399
1661,birth,grazer,12,15,96,120,,8400
1661,birth,grazer,21,11,173,88,,8401
1661,death,grazer,2,2,22,21,crowded,5238
1661,birth,grazer,21,13,168,104,,8402
1661,birth,grazer,10,10,83,80,,8403
1661,death,grazer,23,11,188,95,crowded,6931
1661,death,grazer,31,5,253,43,eaten,748
1662,birth,grazer,25,23,200,191,,8404
1662,birth,grazer,3,2,27,23,,8405
1662,birth,grazer,28,10,225,84,,8406
1662,birth,grazer,7,11,57,88,,8407
1662,birth,grazer,22,12,183,103,,8408
1662,birth,grazer,30,21,240,168,,8409
1663,birth,grazer,27,8,218,66,,8410
1663,birth,grazer,3,12,29,102,,8411
1663,death,grazer,23,12,190,97,crowded,3436
1663,birth,grazer,17,3,143,24,,8412
1664,birth,grazer,14,10,113,84,,8413
1664,birth,grazer,12,20,96,160,,8414
1664,birth,grazer,31,12,251,96,,8415
1664,birth,grazer,6,24,49,192,,8416
1664,birth,grazer,28,5,228,44,,8417
1664,birth,grazer,23,21,188,175,,8418
1664,birth,grazer,28,8,226,70,,8419
1664,birth,grazer,31,6,252,54,,8420
1664,birth,grazer,3,28,31,225,,8421
1664,birth,grazer,25,28,200,224,,8422
1664,birth,grazer,17,2,143,17,,8423
1664,death,grazer,23,11,189,93,eaten,3635
1665,birth,grazer,7,28,63,224,,8424
1665,birth,grazer,2,2,19,23,,8425
1665,birth,grazer,2,2,19,23,,8426
1665,birth,grazer,8,8,65,70,,8427
1665,birth,grazer,26,28,215,224,,8428
1665,birth,grazer,26,18,208,144,,8429
1665,birth,grazer,12,28,100,224,,8430
1665,birth,grazer,28,14,229,119,,8431
1665,birth,grazer,15,4,120,36,,8432
1665,death,grazer,24,23,199,191,eaten,1658
1665,death,grazer,2,2,19,23,eaten,1007
1666,birth,grazer,21,1,168,15,,8433
1666,birth,grazer,25,6,207,54,,8434
1666,birth,grazer,11,18,90,148,,8435
1666,birth,grazer,30,6,247,50,,8436
1666,birth,grazer,22,2,178,21,,8437
1666,birth,grazer,31,21,249,168,,8438
1666,death,grazer,23,12,191,98,crowded,4115
1666,birth,grazer,22,17,183,139,,8439
1666,birth,grazer,31,6,253,51,,8440
1666,birth,grazer,0,21,0,171,,8441
1666,death,grazer,2,2,20,22,crowded,7808
1667,birth,grazer,23,31,184,249,,8442
1667,birth,grazer,7,25,56,201,,8443
1667,birth,grazer,15,12,120,96,,8444
1667,birth,grazer,30,9,240,79,,8445
1667,birth,grazer,25,24,200,194,,8446
1667,death,grazer,2,3,19,28,crowded,5659
1667,birth,grazer,25,23,206,184,,8447
1668,birth,grazer,28,27,227,217,,8448
1668,birth,grazer,5,12,42,98,,8449
1668,birth,grazer,23,11,191,91,,8450
1668,birth,grazer,28,3,227,27,,8451
1668,birth,grazer,29,13,234,106,,8452
1668,birth,grazer,5,12,46,101,,8453
1668,birth,grazer,4,3,37,31,,8454
1668,birth,grazer,7,14,57,115,,8455
1669,birth,grazer,14,23,113,190,,8456
1669,birth,grazer,14,23,116,191,,8457
1669,birth,grazer,15,4,127,32,,8458
1669,birth,grazer,29,28,237,224,,8459
1669,birth,grazer,27,25,223,200,,8460
1669,birth,grazer,16,4,128,39,,8461
1669,birth,grazer,0,19,0,153,,8462
1669,birth,grazer,25,24,207,198,,8463
1669,birth,grazer,23,28,184,224,,8464
1669,birth,grazer,31,5,250,47,,8465
1670,birth,grazer,11,30,88,244,,8466
1670,birth,grazer,29,7,232,56,,8467
1670,birth,grazer,4,0,32,0,,8468
1670,birth,grazer,16,7,128,56,,8469
1670,birth,grazer,2,12,22,96,,8470
1670,birth,grazer,7,27,63,219,,8471
1670,birth,grazer,24,25,193,200,,8472
1670,birth,grazer,11,28,89,226,,8473
1670,birth,grazer,9,30,79,245,,8474
1670,birth,grazer,28,26,225,212,,8475
1671,birth,grazer,24,7,194,59,,8476
1671,birth,grazer,7,18,59,145,,8477
1671,birth,grazer,8,21,65,175,,8478
1671,birth,grazer,31,11,250,95,,8479
1671,birth,grazer,29,8,232,70,,8480
1671,birth,grazer,15,4,127,37,,8481
1671,death,grazer,23,12,190,101,crowded,6839
1672,birth,grazer,26,24,213,198,,8482
1672,birth,grazer,15,30,121,244,,8483
1672,birth,grazer,10,30,80,244,,8484
1672,birth,grazer,10,7,82,57,,8485
1673,birth,grazer,24,11,197,89,,8486
1673,birth,grazer,19,9,157,76,,8487
1673,birth,grazer,12,17,98,142,,8488
1673,birth,grazer,31,7,248,60,,8489
1673,birth,grazer,14,27,119,216,,8490
1673,birth,grazer,29,11,233,88,,8491
1673,birth,grazer,23,21,185,172,,8492
1673,birth,grazer,6,28,54,227,,8493
1673,birth,grazer,28,27,225,219,,8494
1673,birth,grazer,13,30,106,244,,8495
1674,birth,grazer,8,31,67,248,,8496
1674,birth,grazer,20,1,163,15,,8497
1674,birth,grazer,19,26,154,208,,8498
1674,birth,grazer,13,13,104,104,,8499
1674,birth,grazer,2,28,17,224,,8500
1674,birth,grazer,4,3,33,27,,8501
1674,birth,grazer,2,12,23,96,,8502
1674,birth,grazer,12,0,96,2,,8503
1674,birth,grazer,9,19,73,152,,8504
1674,birth,grazer,17,2,143,23,,8505
1674,birth,grazer,2,31,23,252,,8506
1674,birth,grazer,25,25,200,201,,8507
1674,birth,grazer,0,19,0,158,,8508
1674,birth,grazer,26,26,208,210,,8509
1675,death,grazer,22,20,179,165,crowded,1223
1675,birth,grazer,26,24,215,193,,8510
1675,birth,grazer,21,1,168,15,,8511
1675,birth,grazer,19,6,154,55,,8512
1675,birth,grazer,16,5,129,44,,8513
1675,death,grazer,23,12,187,97,crowded,6406
1676,birth,grazer,4,31,32,249,,8514
1676,birth,grazer,2,12,19,96,,8515
1676,birth,grazer,5,3,42,24,,8516
1676,birth,grazer,19,5,154,42,,8517
1676,death,grazer,22,20,181,164,crowded,3407
1676,birth,grazer,21,21,168,174,,8518
1676,birth,grazer,18,1,144,15,,8519
1676,birth,grazer,25,15,202,127,,8520
1676,birth,grazer,0,26,0,211,,8521
1676,birth,grazer,20,1,163,15,,8522
1677,birth,grazer,10,7,83,63,,8523
1677,birth,grazer,13,4,110,32,,8524
1677,birth,grazer,29,27,237,220,,8525
1677,birth,grazer,29,18,238,146,,8526
1677,death,grazer,22,20,182,163,crowded,5965
1678,birth,grazer,2,14,22,112,,8527
1678,birth,grazer,29,7,232,62,,8528
1678,birth,grazer,13,13,104,104,,8529
1678,birth,grazer,24,23,192,184,,8530
1678,birth,grazer,13,30,111,244,,8531
1679,birth,grazer,8,20,65,162,,8532
1679,birth,grazer,0,3,0,31,,8533
1679,birth,grazer,30,19,245,159,,8534
1679,birth,grazer,17,22,143,176,,8535
1679,birth,grazer,28,9,226,75,,8536
1679,birth,grazer,23,8,185,64,,8537
1679,birth,grazer,3,28,24,224,,8538
1679,birth,grazer,10,27,83,221,,8539
1679,birth,grazer,10,27,83,219,,8540
1679,birth,grazer,19,1,152,15,,8541
1680,birth,grazer,26,19,213,153,,8542
1680,death,grazer,23,20,184,167,crowded,1932
1680,birth,grazer,31,5,248,40,,8543
1680,birth,grazer,28,7,225,60,,8544
1680,birth,grazer,22,25,178,205,,8545
1680,birth,grazer,11,30,88,243,,8546
1681,birth,grazer,8,25,67,200,,8547
1681,birth,grazer,15,6,122,51,,8548
1681,birth,grazer,30,21,241,169,,8549
1681,birth,grazer,11,17,89,139,,8550
1681,birth,grazer,31,4,248,32,,8551
1681,birth,grazer,22,20,176,160,,8552
1681,birth,grazer,28,6,228,48,,8553
1681,birth,grazer,30,5,246,47,,8554
1681,storm,,0,0,,,,2.7104 0.8499 0.1666
1682,birth,grazer,3,28,24,224,,8555
1682,birth,grazer,28,22,231,178,,8556
1682,birth,grazer,13,27,105,216,,8557
1682,birth,grazer,8,22,70,183,,8558
1682,birth,grazer,12,15,96,121,,8559
1682,birth,grazer,2,14,22,112,,8560
1682,birth,grazer,0,20,0,162,,8561
1682,birth,grazer,11,0,88,1,,8562
1682,birth,grazer,22,21,181,170,,8563
1682,birth,grazer,22,20,178,160,,8564
1683,birth,grazer,4,31,38,255,,8565
1683,birth,grazer,18,1,151,15,,8566
1683,birth,grazer,18,7,148,57,,8567
1683,birth,grazer,3,9,28,78,,8568
1683,birth,grazer,31,26,249,209,,8569
1683,birth,grazer,28,11,224,88,,8570
1683,birth,grazer,12,2,100,23,,8571
1683,death,grazer,18,2,149,21,eaten,742
1684,birth,grazer,6,14,52,112,,8572
1684,birth,grazer,28,19,230,158,,8573
1684,birth,grazer,26,25,208,204,,8574
1684,birth,grazer,8,22,68,177,,8575
1684,birth,grazer,17,4,143,35,,8576
1684,birth,grazer,24,27,193,216,,8577
1685,birth,grazer,15,2,120,22,,8578
1685,birth,grazer,22,31,179,248,,8579
1685,birth,grazer,14,28,119,226,,8580
1685,birth,grazer,21,2,172,17,,8581
1685,birth,grazer,31,6,248,52,,8582
1685,birth,grazer,2,0,22,0,,8583
1685,birth,grazer,31,23,251,191,,8584
1686,birth,grazer,3,28,24,224,,8585
1686,birth,grazer,20,11,166,92,,8586
1686,birth,grazer,14,30,112,244,,8587
1686,birth,grazer,7,5,57,43,,8588
1686,birth,grazer,4,11,33,88,,8589
1687,birth,grazer,10,14,82,119,,8590
1687,birth,grazer,24,11,195,88,,8591
1687,birth,grazer,21,2,171,17,,8592
1687,birth,grazer,27,11,223,92,,8593
1687,birth,grazer,27,27,221,218,,8594
1687,birth,grazer,17,2,143,17,,8595
1687,birth,grazer,9,11,79,93,,8596
1687,birth,grazer,2,12,22,96,,8597
1688,birth,grazer,22,27,176,217,,8598
1688,birth,grazer,20,12,167,96,,8599
1688,birth,grazer,5,28,44,224,,8600
1688,birth,grazer,22,25,182,206,,8601
1688,birth,grazer,30,28,242,230,,8602
1688,birth,grazer,29,29,236,232,,8603
1688,birth,grazer,26,29,213,232,,8604
1688,birth,grazer,10,22,83,177,,8605
1688,birth,grazer,29,28,235,229,,8606
1688,birth,grazer,25,29,204,232,,8607
1688,birth,grazer,26,28,213,230,,8608
1688,birth,grazer,29,29,237,232,,8609
1689,birth,grazer,3,28,24,224,,8610
1689,birth,grazer,26,4,210,39,,8611
1689,birth,grazer,25,28,200,229,,8612
1689,birth,grazer,22,28,177,225,,8613
1689,birth,grazer,27,29,219,232,,8614
1689,birth,grazer,5,17,40,136,,8615
1689,birth,grazer,27,25,218,203,,8616
1689,birth,grazer,25,28,201,228,,8617
1689,birth,grazer,5,27,40,217,,8618
1689,birth,grazer,29,27,239,216,,8619
1689,birth,grazer,20,10,160,85,,8620
1689,birth,grazer,28,26,231,208,,8621
1689,birth,grazer,11,6,88,48,,8622
1689,birth,grazer,23,28,189,225,,8623
1689,birth,grazer,27,29,223,232,,8624
1689,birth,grazer,28,29,225,232,,8625
1689,birth,grazer,28,28,224,230,,8626
1689,birth,grazer,6,1,55,15,,8627
1690,birth,grazer,31,4,248,32,,8628
1690,birth,grazer,12,1,96,14,,8629
1690,birth,grazer,10,20,80,160,,8630
1690,birth,grazer,27,8,222,71,,8631
1690,birth,grazer,28,29,225,232,,8632
1690,birth,grazer,24,24,195,196,,8633
1690,birth,grazer,28,28,231,228,,8634
1690,birth,grazer,3,1,30,15,,8635
1691,birth,grazer,31,28,248,228,,8636
1691,birth,grazer,7,1,58,15,,8637
1691,birth,grazer,25,6,202,50,,8638
1691,birth,grazer,24,28,193,229,,8639
1691,birth,grazer,4,21,32,175,,8640
1691,death,grazer,3,3,31,25,crowded,3315
1691,birth,grazer,9,1,72,14,,8641
1691,birth,grazer,29,28,234,230,,8642
1692,birth,grazer,10,16,80,128,,8643
1692,birth,grazer,20,30,164,247,,8644
1692,birth,grazer,28,8,224,71,,8645
1692,birth,grazer,23,22,190,182,,8646
1692,birth,grazer,4,21,39,171,,8647
1692,birth,grazer,1,19,15,155,,8648
1692,birth,grazer,19,25,152,201,,8649
1692,birth,grazer,3,28,24,224,,8650
1692,birth,grazer,24,7,197,58,,8651
1692,birth,grazer,19,25,157,200,,8652
1692,birth,grazer,12,3,101,26,,8653
1692,birth,grazer,29,3,234,27,,8654
1692,birth,grazer,5,14,46,119,,8655
1693,birth,grazer,9,30,79,245,,8656
1693,birth,grazer,23,26,187,208,,8657
1693,birth,grazer,1,25,15,203,,8658
1693,birth,grazer,25,6,202,50,,8659
1693,birth,grazer,12,30,96,242,,8660
1693,birth,grazer,21,13,172,105,,8661
1694,birth,grazer,12,20,98,167,,8662
1694,birth,grazer,1,25,15,203,,8663
1694,birth,grazer,3,27,29,217,,8664
1694,birth,grazer,7,25,58,200,,8665
1694,birth,grazer,23,27,186,218,,8666
1694,birth,grazer,25,29,200,232,,8667
1695,birth,grazer,7,6,57,50,,8668
1695,birth,grazer,15,8,120,66,,8669
1695,birth,grazer,31,3,248,28,,8670
1695,birth,grazer,9,25,76,204,,8671
1695,birth,grazer,27,14,216,119,,8672
1695,birth,grazer,19,1,152,15,,8673
1695,birth,grazer,28,25,231,205,,8674
1696,birth,grazer,18,27,147,218,,8675
1696,birth,grazer,31,28,248,227,,8676
1696,birth,grazer,7,23,56,185,,8677
1696,birth,grazer,15,28,120,224,,8678
1696,birth,grazer,27,28,218,229,,8679
1696,birth,grazer,24,28,193,230,,8680
1696,birth,grazer,19,2,159,16,,8681
1696,birth,grazer,12,1,100,15,,8682
1696,birth,grazer,1,19,15,156,,8683
1696,death,grazer,25,7,206,57,crowded,7025
1697,birth,grazer,5,22,46,179,,8684
1697,birth,grazer,25,23,204,184,,8685
1697,birth,grazer,24,23,192,184,,8686
1697,birth,grazer,8,8,67,70,,8687
1697,birth,grazer,10,1,85,15,,8688
1697,birth,grazer,1,20,15,165,,8689
1697,birth,grazer,31,25,253,202,,8690
1697,birth,grazer,23,20,186,161,,8691
1697,birth,grazer,21,1,168,15,,8692
1698,birth,grazer,30,12,240,103,,8693
1698,birth,grazer,14,28,119,226,,8694
1698,birth,grazer,17,7,136,56,,8695
1698,birth,grazer,23,28,184,224,,8696
1698,birth,grazer,9,30,79,245,,8697
1698,birth,grazer,9,1,74,15,,8698
1699,birth,grazer,25,8,201,64,,8699
1699,birth,grazer,4,22,33,177,,8700
1699,birth,grazer,21,21,168,172,,8701
1699,birth,grazer,13,28,106,225,,8702
1699,birth,grazer,20,1,162,15,,8703
1699,birth,grazer,19,26,159,213,,8704
1699,birth,grazer,9,14,75,118,,8705
1700,birth,grazer,16,6,131,54,,8706
1700,birth,grazer,3,28,26,226,,8707
