tick,grazers,hunters,trees,grass_mean,shrub_mean,moisture_mean,fertility_mean,detritus_total,temperature,hunter_immigrants,grazer_starved,grazer_eaten,grazer_old_age,grazer_crowded,grazer_burnt,hunter_starved,hunter_eaten,hunter_old_age,hunter_crowded,hunter_burnt,patches_burning,total_burnt,grazer_energy_cost_mult_mean,grazer_energy_cost_mult_sd,grazer_flee_distance_mean,grazer_flee_distance_sd,grazer_repro_threshold_mean,grazer_repro_threshold_sd,hunter_energy_cost_mult_mean,hunter_energy_cost_mult_sd,hunter_flee_distance_mean,hunter_flee_distance_sd,hunter_repro_threshold_mean,hunter_repro_threshold_sd,rain_mm,runoff_mm,ponded_mm,soil_water_mm,drainage_mm,outflow_mm,soil_n,soil_p,soil_k,leached_n,outflow_p,waterlogged_frac,pipe_in_mm,pipe_out_edge_mm
1129,3467,24,366,0.7974,0.0704,106.0135,193.8278,333984.7812,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9995,0.0396,4.0039,0.1580,70.0336,2.8127,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1965,41.1538,0.0000,0.0000,2.4493,50.5270,37.9624,0.0000,0.0023,0.0000,0.0000,0.0000
1130,3475,24,366,0.7974,0.0704,103.4621,194.0215,334240.8125,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9995,0.0396,4.0040,0.1579,70.0329,2.8113,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1466,40.1851,0.0131,0.0000,2.4617,50.5274,37.9638,0.0000,0.0023,0.0000,0.0000,0.0000
1131,3477,24,366,0.7975,0.0704,103.4599,194.0215,334618.5000,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9995,0.0396,4.0041,0.1580,70.0333,2.8110,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1466,40.1843,0.0000,0.0000,2.4617,50.5274,37.9638,0.0000,0.0023,0.0000,0.0000,0.0000
1132,3489,24,366,0.7975,0.0705,103.4577,194.0215,335017.9062,26.7663,0,0,0,0,1,0,0,0,0,0,0,0,7,0.9994,0.0396,4.0042,0.1581,70.0369,2.8112,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1466,40.1835,0.0000,0.0000,2.4617,50.5274,37.9638,0.0000,0.0023,0.0000,0.0000,0.0000
1133,3494,24,366,0.7976,0.0705,103.4543,194.0215,335408.3750,26.7663,0,0,0,0,1,0,0,0,0,0,0,0,7,0.9994,0.0396,4.0042,0.1581,70.0393,2.8112,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1466,40.1822,0.0000,0.0000,2.4617,50.5274,37.9638,0.0000,0.0023,0.0000,0.0000,0.0000
1134,3501,24,366,0.7976,0.0706,103.4523,194.0215,335795.7500,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9994,0.0396,4.0042,0.1584,70.0399,2.8090,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1466,40.1814,0.0000,0.0000,2.4617,50.5274,37.9638,0.0000,0.0023,0.0000,0.0000,0.0000
1135,3502,24,366,0.7976,0.0706,103.4504,194.0215,336187.6250,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9994,0.0396,4.0043,0.1584,70.0386,2.8096,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1466,40.1806,0.0000,0.0000,2.4617,50.5274,37.9638,0.0000,0.0023,0.0000,0.0000,0.0000
1136,3508,24,366,0.7977,0.0706,103.4477,194.0215,336579.2188,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9994,0.0396,4.0043,0.1583,70.0368,2.8118,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1466,40.1796,0.0000,0.0000,2.4617,50.5274,37.9638,0.0000,0.0023,0.0000,0.0000,0.0000
1137,3513,24,366,0.7977,0.0707,103.4454,194.0215,336957.0000,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9994,0.0396,4.0041,0.1584,70.0360,2.8139,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1466,40.1787,0.0000,0.0000,2.4617,50.5274,37.9638,0.0000,0.0023,0.0000,0.0000,0.0000
1138,3523,24,366,0.7978,0.0707,103.4429,194.0215,337338.1875,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9994,0.0397,4.0041,0.1584,70.0400,2.8161,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1466,40.1778,0.0000,0.0000,2.4617,50.5274,37.9638,0.0000,0.0023,0.0000,0.0000,0.0000
1139,3525,24,366,0.7978,0.0707,103.4409,194.0215,337712.4062,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9994,0.0397,4.0040,0.1584,70.0409,2.8167,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1466,40.1770,0.0000,0.0000,2.4617,50.5274,37.9638,0.0000,0.0023,0.0000,0.0000,0.0000
1140,3535,24,366,0.7979,0.0708,100.8955,194.2039,337970.8125,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9995,0.0397,4.0042,0.1584,70.0402,2.8142,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1056,39.2094,0.0131,0.0000,2.4738,50.5277,37.9650,0.0000,0.0023,0.0000,0.0000,0.0000
1141,3541,24,366,0.7979,0.0708,100.8934,194.2039,338348.9062,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9995,0.0397,4.0041,0.1584,70.0376,2.8145,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1056,39.2085,0.0000,0.0000,2.4738,50.5277,37.9650,0.0000,0.0023,0.0000,0.0000,0.0000
1142,3545,24,366,0.7979,0.0708,100.8913,194.2039,338733.6250,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9995,0.0397,4.0041,0.1584,70.0349,2.8160,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1056,39.2077,0.0000,0.0000,2.4738,50.5277,37.9650,0.0000,0.0023,0.0000,0.0000,0.0000
1143,3555,24,366,0.7980,0.0709,100.8880,194.2039,339109.8125,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9995,0.0397,4.0040,0.1586,70.0369,2.8207,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1056,39.2065,0.0000,0.0000,2.4738,50.5277,37.9650,0.0000,0.0023,0.0000,0.0000,0.0000
1144,3556,24,366,0.7980,0.0709,100.8861,194.2039,339512.4688,26.7663,0,0,1,0,0,0,0,0,0,0,0,0,7,0.9995,0.0397,4.0041,0.1587,70.0376,2.8215,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1056,39.2057,0.0000,0.0000,2.4738,50.5277,37.9650,0.0000,0.0023,0.0000,0.0000,0.0000
1145,3567,24,366,0.7981,0.0709,100.8842,194.2039,339904.6562,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9995,0.0399,4.0040,0.1587,70.0395,2.8250,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1056,39.2050,0.0000,0.0000,2.4738,50.5277,37.9650,0.0000,0.0023,0.0000,0.0000,0.0000
1146,3577,24,366,0.7981,0.0710,100.8817,194.2039,340296.7188,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9994,0.0399,4.0041,0.1587,70.0386,2.8241,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1056,39.2040,0.0000,0.0000,2.4738,50.5277,37.9650,0.0000,0.0023,0.0000,0.0000,0.0000
1147,3589,24,366,0.7982,0.0710,100.8794,194.2039,340674.9375,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9994,0.0399,4.0038,0.1588,70.0336,2.8266,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1056,39.2032,0.0000,0.0000,2.4738,50.5277,37.9650,0.0000,0.0023,0.0000,0.0000,0.0000
1148,3606,24,366,0.7982,0.0710,100.8770,194.2039,341056.5312,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9994,0.0399,4.0036,0.1590,70.0354,2.8279,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1056,39.2022,0.0000,0.0000,2.4738,50.5277,37.9650,0.0000,0.0023,0.0000,0.0000,0.0000
1149,3615,24,366,0.7982,0.0711,100.8751,194.2039,341446.0312,26.7663,0,0,1,0,0,0,0,0,0,0,0,0,7,0.9994,0.0399,4.0037,0.1589,70.0292,2.8295,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.1056,39.2015,0.0000,0.0000,2.4738,50.5277,37.9650,0.0000,0.0023,0.0000,0.0000,0.0000
1150,3621,24,377,0.7983,0.0711,98.3174,194.2954,341721.8750,26.7663,0,0,1,0,0,0,0,0,0,0,0,0,7,0.9993,0.0399,4.0036,0.1589,70.0326,2.8358,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0697,38.2264,0.0131,0.0000,2.4848,50.5276,37.9626,0.0000,0.0023,0.0000,0.0000,0.0000
1151,3630,24,377,0.7983,0.0711,98.3153,194.2954,342100.2812,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9993,0.0400,4.0035,0.1590,70.0317,2.8364,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0697,38.2256,0.0000,0.0000,2.4848,50.5276,37.9626,0.0000,0.0023,0.0000,0.0000,0.0000
1152,3633,24,377,0.7983,0.0712,98.3132,194.2954,342485.3750,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9993,0.0400,4.0034,0.1590,70.0331,2.8365,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0697,38.2248,0.0000,0.0000,2.4848,50.5276,37.9626,0.0000,0.0023,0.0000,0.0000,0.0000
1153,3645,24,377,0.7983,0.0712,98.3100,194.2954,342862.2188,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9992,0.0400,4.0034,0.1591,70.0289,2.8389,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0697,38.2235,0.0000,0.0000,2.4848,50.5276,37.9626,0.0000,0.0023,0.0000,0.0000,0.0000
1154,3650,24,377,0.7983,0.0713,98.3081,194.2954,343250.1875,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9993,0.0400,4.0035,0.1591,70.0261,2.8394,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0697,38.2228,0.0000,0.0000,2.4848,50.5276,37.9626,0.0000,0.0023,0.0000,0.0000,0.0000
1155,3651,24,377,0.7984,0.0713,98.3063,194.2954,343642.6250,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9993,0.0400,4.0035,0.1591,70.0260,2.8390,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0697,38.2221,0.0000,0.0000,2.4848,50.5276,37.9626,0.0000,0.0023,0.0000,0.0000,0.0000
1156,3654,24,377,0.7984,0.0713,98.3039,194.2954,344035.0938,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9993,0.0400,4.0034,0.1591,70.0231,2.8397,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0697,38.2212,0.0000,0.0000,2.4848,50.5276,37.9626,0.0000,0.0023,0.0000,0.0000,0.0000
1157,3659,24,377,0.7985,0.0714,98.3017,194.2954,344413.5938,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9992,0.0400,4.0034,0.1593,70.0232,2.8403,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0697,38.2203,0.0000,0.0000,2.4848,50.5276,37.9626,0.0000,0.0023,0.0000,0.0000,0.0000
1158,3664,24,377,0.7985,0.0714,98.2992,194.2954,344795.6250,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9992,0.0400,4.0033,0.1594,70.0234,2.8405,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0697,38.2194,0.0000,0.0000,2.4848,50.5276,37.9626,0.0000,0.0023,0.0000,0.0000,0.0000
1159,3670,24,377,0.7985,0.0714,98.2974,194.2954,345185.3750,26.7663,0,0,1,0,0,0,0,0,0,0,0,0,7,0.9992,0.0400,4.0034,0.1594,70.0180,2.8467,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0697,38.2187,0.0000,0.0000,2.4848,50.5276,37.9626,0.0000,0.0023,0.0000,0.0000,0.0000
1160,3672,24,377,0.7985,0.0715,95.7773,194.4589,345448.6250,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9992,0.0400,4.0036,0.1596,70.0155,2.8485,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0387,37.2558,0.0131,0.0000,2.4960,50.5279,37.9633,0.0000,0.0023,0.0000,0.0000,0.0000
1161,3679,24,377,0.7985,0.0715,95.7753,194.4589,345827.3438,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9992,0.0400,4.0037,0.1596,70.0184,2.8531,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0387,37.2550,0.0000,0.0000,2.4960,50.5279,37.9633,0.0000,0.0023,0.0000,0.0000,0.0000
1162,3686,24,377,0.7986,0.0716,95.7733,194.4589,346212.7500,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9992,0.0399,4.0038,0.1596,70.0159,2.8529,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0387,37.2542,0.0000,0.0000,2.4960,50.5279,37.9633,0.0000,0.0023,0.0000,0.0000,0.0000
1163,3691,24,377,0.7986,0.0716,95.7702,194.4589,346590.2188,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9991,0.0400,4.0037,0.1596,70.0175,2.8521,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0387,37.2531,0.0000,0.0000,2.4960,50.5279,37.9633,0.0000,0.0023,0.0000,0.0000,0.0000
1164,3696,24,377,0.7986,0.0716,95.7684,194.4589,346978.4375,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9991,0.0399,4.0036,0.1595,70.0151,2.8516,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.0387,37.2523,0.0000,0.0000,2.4960,50.5279,37.9633,0.0000,0.0023,0.0000,0.0000,0.0000
1165,3703,24,377,0.7986,0.0717,103.8421,194.4589,347371.1562,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9991,0.0400,4.0034,0.1595,70.0154,2.8497,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,4.0763,1.3187,1.7624,40.2349,0.0000,0.3693,2.4960,50.5279,37.9633,0.0000,0.0013,0.0000,0.0001,0.0001
1166,3708,24,377,0.7987,0.0717,103.8394,194.4589,347764.0000,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9991,0.0400,4.0034,0.1597,70.0146,2.8497,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.7624,40.2339,0.0000,0.0000,2.4960,50.5279,37.9633,0.0000,0.0013,0.0000,0.0000,0.0000
1167,3717,24,377,0.7988,0.0717,103.8370,194.4589,348157.8125,26.7663,0,0,0,0,1,0,0,0,0,0,0,0,7,0.9991,0.0400,4.0031,0.1598,70.0145,2.8469,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.7624,40.2330,0.0000,0.0000,2.4960,50.5279,37.9633,0.0000,0.0013,0.0000,0.0000,0.0000
1168,3722,24,377,0.7988,0.0718,103.8344,194.4589,348540.2500,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,7,0.9991,0.0400,4.0031,0.1599,70.0068,2.8531,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.7624,40.2320,0.0000,0.0000,2.4960,50.5279,37.9633,0.0000,0.0013,0.0000,0.0000,0.0000
1169,3728,24,377,0.7988,0.0718,103.8325,194.4589,348930.2188,26.7663,0,0,0,0,1,0,0,0,0,0,0,0,7,0.9991,0.0399,4.0032,0.1600,70.0037,2.8537,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.7624,40.2313,0.0000,0.0000,2.4960,50.5279,37.9633,0.0000,0.0013,0.0000,0.0000,0.0000
1170,3731,24,377,0.7989,0.0718,101.2845,194.5944,349184.9062,26.7663,0,0,0,0,0,0,0,0,0,0,0,1,7,0.9991,0.0400,4.0031,0.1600,70.0010,2.8569,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.5448,39.2398,0.0611,0.0000,2.5064,50.5269,37.9641,0.0010,0.0013,0.0000,0.0000,0.0000
1171,3737,24,377,0.7989,0.0719,101.2823,194.5944,349563.9375,26.7663,0,0,0,0,0,0,0,0,0,0,0,2,7,0.9991,0.0400,4.0029,0.1600,70.0045,2.8607,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.5448,39.2390,0.0000,0.0000,2.5064,50.5269,37.9641,0.0010,0.0013,0.0000,0.0000,0.0000
1172,3750,24,377,0.7989,0.0719,101.2802,194.5944,349949.6250,26.7663,0,0,0,0,0,0,0,0,0,0,0,3,7,0.9992,0.0400,4.0026,0.1602,70.0058,2.8605,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.5448,39.2382,0.0000,0.0000,2.5064,50.5269,37.9641,0.0010,0.0013,0.0000,0.0000,0.0000
1173,3755,24,377,0.7980,0.0720,101.2769,194.5944,350891.4375,26.7663,0,0,0,0,0,0,0,0,0,0,0,2,8,0.9992,0.0400,4.0025,0.1603,70.0079,2.8610,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.5448,39.2370,0.0000,0.0000,2.5064,50.5269,37.9641,0.0010,0.0013,0.0000,0.0000,0.0000
1174,3761,24,377,0.7971,0.0720,101.2740,194.5944,351837.2500,26.7663,0,0,0,0,0,0,0,0,0,0,0,1,9,0.9992,0.0400,4.0025,0.1603,70.0047,2.8607,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.5448,39.2359,0.0000,0.0000,2.5064,50.5269,37.9641,0.0010,0.0013,0.0000,0.0000,0.0000
1175,3764,24,377,0.7962,0.0720,101.2721,194.5944,352793.3750,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9991,0.0400,4.0026,0.1604,70.0049,2.8599,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.5448,39.2351,0.0000,0.0000,2.5064,50.5269,37.9641,0.0010,0.0013,0.0000,0.0000,0.0000
1176,3771,24,377,0.7963,0.0720,101.2695,194.5944,353186.6875,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9991,0.0400,4.0026,0.1603,70.0062,2.8615,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.5448,39.2342,0.0000,0.0000,2.5064,50.5269,37.9641,0.0010,0.0013,0.0000,0.0000,0.0000
1177,3773,24,377,0.7963,0.0721,101.2672,194.5944,353565.8750,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9992,0.0400,4.0026,0.1603,70.0054,2.8610,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.5448,39.2333,0.0000,0.0000,2.5064,50.5269,37.9641,0.0010,0.0013,0.0000,0.0000,0.0000
1178,3787,24,377,0.7964,0.0721,101.2646,194.5944,353948.7500,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9992,0.0400,4.0025,0.1605,70.0052,2.8638,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.5448,39.2324,0.0000,0.0000,2.5064,50.5269,37.9641,0.0010,0.0013,0.0000,0.0000,0.0000
1179,3795,24,377,0.7964,0.0721,101.2627,194.5944,354324.0000,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9992,0.0400,4.0025,0.1604,70.0040,2.8640,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.5448,39.2317,0.0000,0.0000,2.5064,50.5269,37.9641,0.0010,0.0013,0.0000,0.0000,0.0000
1180,3800,24,377,0.7964,0.0722,98.5753,194.7764,354580.7500,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0023,0.1606,70.0033,2.8631,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.4111,38.2343,0.0250,0.0000,2.5189,50.5280,37.9727,0.0001,0.0013,0.0000,0.0000,0.0000
1181,3800,24,377,0.7965,0.0722,98.5724,194.7764,354954.5000,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0023,0.1606,70.0033,2.8631,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.4111,38.2332,0.0000,0.0000,2.5189,50.5280,37.9727,0.0001,0.0013,0.0000,0.0000,0.0000
1182,3800,24,377,0.7965,0.0723,98.5695,194.7764,355334.8750,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0023,0.1606,70.0033,2.8631,0.9977,0.0162,3.9738,0.0530,74.9058,1.3249,0.0000,0.0000,1.4111,38.2321,0.0000,0.0000,2.5189,50.5280,37.9727,0.0001,0.0013,0.0000,0.0000,0.0000
1183,3806,25,377,0.7966,0.0723,98.5665,194.7764,355713.5312,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0022,0.1606,70.0068,2.8655,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.4111,38.2309,0.0000,0.0000,2.5189,50.5280,37.9727,0.0001,0.0013,0.0000,0.0000,0.0000
1184,3807,25,377,0.7966,0.0723,98.5638,194.7764,356096.9062,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0022,0.1606,70.0059,2.8656,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.4111,38.2299,0.0000,0.0000,2.5189,50.5280,37.9727,0.0001,0.0013,0.0000,0.0000,0.0000
1185,3809,25,377,0.7967,0.0724,98.5619,194.7764,356505.1562,26.7663,0,0,1,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0023,0.1607,70.0084,2.8665,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.4111,38.2292,0.0000,0.0000,2.5189,50.5280,37.9727,0.0001,0.0013,0.0000,0.0000,0.0000
1186,3813,25,377,0.7967,0.0724,98.5595,194.7764,356898.9062,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0024,0.1608,70.0101,2.8675,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.4111,38.2283,0.0000,0.0000,2.5189,50.5280,37.9727,0.0001,0.0013,0.0000,0.0000,0.0000
1187,3816,25,377,0.7967,0.0724,98.5574,194.7764,357278.4375,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0025,0.1608,70.0120,2.8693,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.4111,38.2275,0.0000,0.0000,2.5189,50.5280,37.9727,0.0001,0.0013,0.0000,0.0000,0.0000
1188,3820,25,377,0.7968,0.0725,98.5550,194.7764,357661.7812,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0026,0.1607,70.0104,2.8693,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.4111,38.2266,0.0000,0.0000,2.5189,50.5280,37.9727,0.0001,0.0013,0.0000,0.0000,0.0000
1189,3823,25,377,0.7968,0.0725,98.5532,194.7764,358037.3125,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0027,0.1607,70.0110,2.8686,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.4111,38.2259,0.0000,0.0000,2.5189,50.5280,37.9727,0.0001,0.0013,0.0000,0.0000,0.0000
1190,3831,25,377,0.7968,0.0725,95.9985,194.9328,358296.6875,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0029,0.1609,70.0141,2.8684,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.3160,37.2560,0.0205,0.0000,2.5298,50.5282,37.9731,0.0001,0.0013,0.0000,0.0000,0.0000
1191,3836,25,377,0.7969,0.0726,95.9957,194.9328,358671.0312,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0029,0.1609,70.0137,2.8682,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.3160,37.2549,0.0000,0.0000,2.5298,50.5282,37.9731,0.0001,0.0013,0.0000,0.0000,0.0000
1192,3848,25,377,0.7969,0.0726,95.9930,194.9328,359051.9688,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9993,0.0401,4.0029,0.1609,70.0142,2.8692,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.3160,37.2539,0.0000,0.0000,2.5298,50.5282,37.9731,0.0001,0.0013,0.0000,0.0000,0.0000
1193,3855,25,377,0.7970,0.0727,95.9902,194.9328,359431.1875,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9994,0.0401,4.0030,0.1610,70.0127,2.8691,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.3160,37.2528,0.0000,0.0000,2.5298,50.5282,37.9731,0.0001,0.0013,0.0000,0.0000,0.0000
1194,3868,25,377,0.7970,0.0727,95.9877,194.9328,359815.0625,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9994,0.0402,4.0031,0.1612,70.0136,2.8667,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.3160,37.2518,0.0000,0.0000,2.5298,50.5282,37.9731,0.0001,0.0013,0.0000,0.0000,0.0000
1195,3875,25,377,0.7971,0.0727,95.9860,194.9328,360208.5625,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9994,0.0402,4.0030,0.1613,70.0135,2.8661,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.3160,37.2512,0.0000,0.0000,2.5298,50.5282,37.9731,0.0001,0.0013,0.0000,0.0000,0.0000
1196,3882,25,377,0.7971,0.0727,95.9838,194.9328,360602.6562,26.7663,0,0,0,0,0,0,0,0,0,0,0,0,10,0.9994,0.0402,4.0030,0.1612,70.0149,2.8638,0.9987,0.0167,3.9708,0.0540,74.9769,1.3441,0.0000,0.0000,1.3160,37.2504,0.0000,0.0000,2.5298,50.5282,37.9731,0.0001,0.0013,0.0000,0.0000,0.0000
