tick,grazers,hunters,trees,grass_mean,shrub_mean,moisture_mean,fertility_mean,detritus_total,temperature,hunter_immigrants,grazer_starved,grazer_eaten,grazer_old_age,grazer_crowded,grazer_burnt,hunter_starved,hunter_eaten,hunter_old_age,hunter_crowded,hunter_burnt,patches_burning,total_burnt,grazer_energy_cost_mult_mean,grazer_energy_cost_mult_sd,grazer_flee_distance_mean,grazer_flee_distance_sd,grazer_repro_threshold_mean,grazer_repro_threshold_sd,hunter_energy_cost_mult_mean,hunter_energy_cost_mult_sd,hunter_flee_distance_mean,hunter_flee_distance_sd,hunter_repro_threshold_mean,hunter_repro_threshold_sd,rain_mm,runoff_mm,ponded_mm,soil_water_mm,drainage_mm,outflow_mm,soil_n,soil_p,soil_k,leached_n,outflow_p,waterlogged_frac,pipe_in_mm,pipe_out_edge_mm
0,300,20,79,0.1000,0.0350,127.5000,175.1700,0.0000,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0000,4.0000,0.0000,70.0000,0.0000,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,48.3928,0.0000,0.0000,1.5360,51.2000,38.4000,0.0000,0.0000,0.0000,0.0000,0.0000
1,300,20,79,0.1028,0.0351,127.4542,175.1700,54.4551,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0000,4.0000,0.0000,70.0000,0.0000,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,48.3759,0.0000,0.0000,1.5360,51.2000,38.4000,0.0000,0.0000,0.0000,0.0000,0.0000
2,300,20,79,0.1055,0.0351,127.4077,175.1700,109.7843,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0000,4.0000,0.0000,70.0000,0.0000,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,48.3587,0.0000,0.0000,1.5360,51.2000,38.4000,0.0000,0.0000,0.0000,0.0000,0.0000
3,300,20,79,0.1082,0.0352,127.3610,175.1700,165.0747,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0000,4.0000,0.0000,70.0000,0.0000,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,48.3417,0.0000,0.0000,1.5360,51.2000,38.4000,0.0000,0.0000,0.0000,0.0000,0.0000
4,300,20,79,0.1111,0.0353,127.3139,175.1700,223.4652,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0000,4.0000,0.0000,70.0000,0.0000,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,48.3244,0.0000,0.0000,1.5360,51.2000,38.4000,0.0000,0.0000,0.0000,0.0000,0.0000
5,300,20,79,0.1138,0.0353,127.2667,175.1700,283.6347,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0000,4.0000,0.0000,70.0000,0.0000,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,48.3069,0.0000,0.0000,1.5360,51.2000,38.4000,0.0000,0.0000,0.0000,0.0000,0.0000
6,301,20,79,0.1166,0.0354,127.2193,175.1700,343.2800,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0012,3.9998,0.0041,70.0108,0.1868,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,48.2896,0.0000,0.0000,1.5360,51.2000,38.4000,0.0000,0.0000,0.0000,0.0000,0.0000
7,301,20,79,0.1193,0.0354,127.1736,175.1700,401.0746,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0012,3.9998,0.0041,70.0108,0.1868,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,48.2726,0.0000,0.0000,1.5360,51.2000,38.4000,0.0000,0.0000,0.0000,0.0000,0.0000
8,302,20,79,0.1221,0.0355,127.1272,175.1700,456.3793,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0012,4.0002,0.0088,70.0071,0.1968,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,48.2555,0.0000,0.0000,1.5360,51.2000,38.4000,0.0000,0.0000,0.0000,0.0000,0.0000
9,302,20,79,0.1248,0.0355,127.0809,175.1700,524.3334,11.9675,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9999,0.0019,3.9996,0.0137,70.0109,0.2071,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,48.2385,0.0000,0.0000,1.5360,51.2000,38.4000,0.0000,0.0000,0.0000,0.0000,0.0000
10,303,20,79,0.1276,0.0356,126.3741,173.1095,582.7896,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0032,3.9996,0.0137,70.0218,0.2799,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.9780,0.0000,0.0000,1.4798,51.1949,38.3480,0.0000,0.0000,0.0000,0.0000,0.0000
11,303,20,79,0.1302,0.0356,126.3306,173.1095,649.6022,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0032,3.9996,0.0137,70.0218,0.2799,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.9619,0.0000,0.0000,1.4798,51.1949,38.3480,0.0000,0.0000,0.0000,0.0000,0.0000
12,304,20,79,0.1329,0.0357,126.2865,173.1095,717.4493,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0.0040,3.9997,0.0138,70.0329,0.3404,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.9456,0.0000,0.0000,1.4798,51.1949,38.3480,0.0000,0.0000,0.0000,0.0000,0.0000
13,305,20,79,0.1354,0.0358,126.2421,173.1095,785.1932,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0043,3.9998,0.0141,70.0428,0.3808,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.9294,0.0000,0.0000,1.4798,51.1949,38.3480,0.0000,0.0000,0.0000,0.0000,0.0000
14,305,20,79,0.1381,0.0358,126.1973,173.1095,856.1425,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0043,3.9998,0.0141,70.0428,0.3808,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.9131,0.0000,0.0000,1.4798,51.1949,38.3480,0.0000,0.0000,0.0000,0.0000,0.0000
15,308,20,79,0.1407,0.0359,126.1525,173.1095,929.1487,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0053,3.9990,0.0211,70.0495,0.4687,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.8964,0.0000,0.0000,1.4798,51.1949,38.3480,0.0000,0.0000,0.0000,0.0000,0.0000
16,309,20,79,0.1434,0.0359,126.1074,173.1095,1001.4924,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0058,3.9992,0.0213,70.0570,0.4859,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.8799,0.0000,0.0000,1.4798,51.1949,38.3480,0.0000,0.0000,0.0000,0.0000,0.0000
17,309,20,79,0.1460,0.0360,126.0641,173.1095,1071.7903,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0058,3.9992,0.0213,70.0570,0.4859,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.8638,0.0000,0.0000,1.4798,51.1949,38.3480,0.0000,0.0000,0.0000,0.0000,0.0000
18,309,20,79,0.1487,0.0360,126.0199,173.1095,1139.5791,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0058,3.9992,0.0213,70.0570,0.4859,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.8476,0.0000,0.0000,1.4798,51.1949,38.3480,0.0000,0.0000,0.0000,0.0000,0.0000
19,310,20,79,0.1513,0.0361,125.9760,173.1095,1205.0537,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0060,3.9997,0.0227,70.0673,0.5180,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.8314,0.0000,0.0000,1.4798,51.1949,38.3480,0.0000,0.0000,0.0000,0.0000,0.0000
20,311,20,79,0.1540,0.0361,125.2280,171.0586,1275.9213,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0.0065,3.9998,0.0228,70.0606,0.5306,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.5557,0.0000,0.0000,1.4269,51.1901,38.2986,0.0000,0.0000,0.0000,0.0000,0.0000
21,311,20,79,0.1565,0.0362,125.1866,171.0586,1354.5712,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0.0065,3.9998,0.0228,70.0606,0.5306,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.5405,0.0000,0.0000,1.4269,51.1901,38.2986,0.0000,0.0000,0.0000,0.0000,0.0000
22,311,20,79,0.1590,0.0363,125.1447,171.0586,1434.3993,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0.0065,3.9998,0.0228,70.0606,0.5306,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.5250,0.0000,0.0000,1.4269,51.1901,38.2986,0.0000,0.0000,0.0000,0.0000,0.0000
23,313,20,79,0.1614,0.0363,125.1026,171.0586,1514.0890,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0069,4.0003,0.0242,70.0635,0.5793,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.5096,0.0000,0.0000,1.4269,51.1901,38.2986,0.0000,0.0000,0.0000,0.0000,0.0000
24,315,20,79,0.1640,0.0364,125.0600,171.0586,1597.0630,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0075,4.0000,0.0260,70.0672,0.5794,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.4940,0.0000,0.0000,1.4269,51.1901,38.2986,0.0000,0.0000,0.0000,0.0000,0.0000
25,316,20,79,0.1665,0.0364,125.0174,171.0586,1682.3354,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0075,4.0004,0.0270,70.0604,0.5911,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.4783,0.0000,0.0000,1.4269,51.1901,38.2986,0.0000,0.0000,0.0000,0.0000,0.0000
26,317,20,79,0.1690,0.0365,124.9746,171.0586,1766.8171,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0076,4.0004,0.0270,70.0652,0.5964,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.4626,0.0000,0.0000,1.4269,51.1901,38.2986,0.0000,0.0000,0.0000,0.0000,0.0000
27,317,20,79,0.1714,0.0365,124.9334,171.0586,1849.0292,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0076,4.0004,0.0270,70.0652,0.5964,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.4472,0.0000,0.0000,1.4269,51.1901,38.2986,0.0000,0.0000,0.0000,0.0000,0.0000
28,317,20,79,0.1740,0.0366,124.8915,171.0586,1943.7390,11.9675,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9994,0.0080,4.0003,0.0270,70.0757,0.6235,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.4318,0.0000,0.0000,1.4269,51.1901,38.2986,0.0000,0.0000,0.0000,0.0000,0.0000
29,317,20,79,0.1765,0.0366,124.8498,171.0586,2021.1171,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0080,4.0003,0.0270,70.0757,0.6235,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.4165,0.0000,0.0000,1.4269,51.1901,38.2986,0.0000,0.0000,0.0000,0.0000,0.0000
30,317,20,79,0.1790,0.0367,124.0625,169.0207,2103.7866,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0080,4.0003,0.0270,70.0757,0.6235,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.1263,0.0000,0.0000,1.3769,51.1855,38.2516,0.0000,0.0000,0.0000,0.0000,0.0000
31,318,20,79,0.1814,0.0367,124.0232,169.0207,2193.6792,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0084,4.0008,0.0281,70.0859,0.6485,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.1118,0.0000,0.0000,1.3769,51.1855,38.2516,0.0000,0.0000,0.0000,0.0000,0.0000
32,318,20,79,0.1838,0.0368,123.9833,169.0207,2284.8938,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0084,4.0008,0.0281,70.0859,0.6485,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.0000,47.0972,0.0000,0.0000,1.3769,51.1855,38.2516,0.0000,0.0000,0.0000,0.0000,0.0000
33,318,20,79,0.1861,0.0369,125.8610,169.0207,2375.9253,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0084,4.0008,0.0281,70.0859,0.6485,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.9584,0.2770,0.2612,47.7754,0.0000,0.0042,1.3769,51.1855,38.2516,0.0000,0.0001,0.0000,0.0000,0.0000
34,319,20,79,0.1885,0.0369,125.8205,169.0207,2470.3103,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0088,4.0014,0.0299,70.0949,0.6670,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.2612,47.7606,0.0000,0.0000,1.3769,51.1855,38.2516,0.0000,0.0001,0.0000,0.0000,0.0000
35,319,20,79,0.1909,0.0370,125.7801,169.0207,2567.2327,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0088,4.0014,0.0299,70.0949,0.6670,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.2612,47.7456,0.0000,0.0000,1.3769,51.1855,38.2516,0.0000,0.0001,0.0000,0.0000,0.0000
36,318,20,79,0.1933,0.0370,125.7394,169.0207,2678.2295,11.9675,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9997,0.0088,4.0014,0.0300,70.0952,0.6681,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.2612,47.7307,0.0000,0.0000,1.3769,51.1855,38.2516,0.0000,0.0001,0.0000,0.0000,0.0000
37,320,20,79,0.1956,0.0371,125.7003,169.0207,2771.7588,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0091,4.0007,0.0312,70.0777,0.7029,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.2612,47.7161,0.0000,0.0000,1.3769,51.1855,38.2516,0.0000,0.0001,0.0000,0.0000,0.0000
38,321,20,79,0.1980,0.0371,125.6604,169.0207,2862.7888,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0094,4.0009,0.0315,70.0878,0.7246,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.2612,47.7015,0.0000,0.0000,1.3769,51.1855,38.2516,0.0000,0.0001,0.0000,0.0000,0.0000
39,321,20,79,0.2004,0.0371,125.6208,169.0207,2951.4739,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0094,4.0009,0.0315,70.0878,0.7246,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.2612,47.6870,0.0000,0.0000,1.3769,51.1855,38.2516,0.0000,0.0001,0.0000,0.0000,0.0000
40,323,20,79,0.2028,0.0372,124.8367,167.0056,3045.3379,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0096,4.0014,0.0331,70.0886,0.7506,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1709,47.3950,0.0015,0.0000,1.3299,51.1810,38.2071,0.0000,0.0001,0.0000,0.0000,0.0000
41,325,20,79,0.2051,0.0372,124.7993,167.0056,3145.9058,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0099,4.0016,0.0349,70.0800,0.7601,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1709,47.3812,0.0000,0.0000,1.3299,51.1810,38.2071,0.0000,0.0001,0.0000,0.0000,0.0000
42,325,20,79,0.2073,0.0373,124.7614,167.0056,3247.9358,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0099,4.0016,0.0349,70.0800,0.7601,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1709,47.3673,0.0000,0.0000,1.3299,51.1810,38.2071,0.0000,0.0001,0.0000,0.0000,0.0000
43,327,20,79,0.2096,0.0374,124.7234,167.0056,3349.7471,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0101,4.0011,0.0365,70.0695,0.7788,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1709,47.3533,0.0000,0.0000,1.3299,51.1810,38.2071,0.0000,0.0001,0.0000,0.0000,0.0000
44,328,20,79,0.2119,0.0374,124.6849,167.0056,3454.9902,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0101,4.0012,0.0365,70.0641,0.7836,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1709,47.3393,0.0000,0.0000,1.3299,51.1810,38.2071,0.0000,0.0001,0.0000,0.0000,0.0000
45,331,20,79,0.2141,0.0375,124.6465,167.0056,3562.9790,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0104,4.0014,0.0365,70.0565,0.8021,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1709,47.3250,0.0000,0.0000,1.3299,51.1810,38.2071,0.0000,0.0001,0.0000,0.0000,0.0000
46,332,20,79,0.2164,0.0375,124.6078,167.0056,3669.9116,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0104,4.0015,0.0365,70.0506,0.8083,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1709,47.3109,0.0000,0.0000,1.3299,51.1810,38.2071,0.0000,0.0001,0.0000,0.0000,0.0000
47,332,20,79,0.2186,0.0376,124.5706,167.0056,3774.1833,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0104,4.0015,0.0365,70.0506,0.8083,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1709,47.2970,0.0000,0.0000,1.3299,51.1810,38.2071,0.0000,0.0001,0.0000,0.0000,0.0000
48,332,20,79,0.2209,0.0376,124.5327,167.0056,3875.9817,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0104,4.0015,0.0365,70.0506,0.8083,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1709,47.2831,0.0000,0.0000,1.3299,51.1810,38.2071,0.0000,0.0001,0.0000,0.0000,0.0000
49,334,20,79,0.2231,0.0377,124.4951,167.0056,3975.4050,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0106,4.0009,0.0376,70.0554,0.8198,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1709,47.2693,0.0000,0.0000,1.3299,51.1810,38.2071,0.0000,0.0001,0.0000,0.0000,0.0000
50,335,20,94,0.2254,0.0377,123.6214,164.7766,4079.8835,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0106,4.0008,0.0376,70.0451,0.8402,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1322,46.9468,0.0014,0.0000,1.2838,51.1768,38.1631,0.0000,0.0001,0.0000,0.0000,0.0000
51,335,20,94,0.2276,0.0378,123.5859,164.7766,4190.5986,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0106,4.0008,0.0376,70.0451,0.8402,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1322,46.9338,0.0000,0.0000,1.2838,51.1768,38.1631,0.0000,0.0001,0.0000,0.0000,0.0000
52,336,20,94,0.2297,0.0378,123.5500,164.7766,4302.9067,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0106,4.0010,0.0377,70.0543,0.8558,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1322,46.9205,0.0000,0.0000,1.2838,51.1768,38.1631,0.0000,0.0001,0.0000,0.0000,0.0000
53,337,20,94,0.2318,0.0379,123.5138,164.7766,4414.9482,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0109,4.0011,0.0377,70.0638,0.8719,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1322,46.9073,0.0000,0.0000,1.2838,51.1768,38.1631,0.0000,0.0001,0.0000,0.0000,0.0000
54,337,20,94,0.2340,0.0379,123.4773,164.7766,4530.4971,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999,0.0109,4.0011,0.0377,70.0638,0.8719,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1322,46.8939,0.0000,0.0000,1.2838,51.1768,38.1631,0.0000,0.0001,0.0000,0.0000,0.0000
55,338,20,94,0.2361,0.0380,123.4408,164.7766,4648.9868,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0000,0.0110,4.0006,0.0388,70.0661,0.8717,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1322,46.8804,0.0000,0.0000,1.2838,51.1768,38.1631,0.0000,0.0001,0.0000,0.0000,0.0000
56,341,20,94,0.2383,0.0380,123.4040,164.7766,4766.3008,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9998,0.0112,4.0009,0.0402,70.0574,0.8847,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1322,46.8669,0.0000,0.0000,1.2838,51.1768,38.1631,0.0000,0.0001,0.0000,0.0000,0.0000
57,342,20,94,0.2404,0.0381,123.3686,164.7766,4895.7700,11.9675,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9998,0.0114,4.0007,0.0414,70.0602,0.8849,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1322,46.8537,0.0000,0.0000,1.2838,51.1768,38.1631,0.0000,0.0001,0.0000,0.0000,0.0000
58,344,20,94,0.2426,0.0381,123.3326,164.7766,5007.8086,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0.0116,4.0006,0.0414,70.0557,0.8926,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1322,46.8405,0.0000,0.0000,1.2838,51.1768,38.1631,0.0000,0.0001,0.0000,0.0000,0.0000
59,347,20,94,0.2447,0.0381,123.2968,164.7766,5117.4395,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0.0118,4.0006,0.0426,70.0498,0.9106,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1322,46.8274,0.0000,0.0000,1.2838,51.1768,38.1631,0.0000,0.0001,0.0000,0.0000,0.0000
60,346,20,94,0.2469,0.0382,122.4031,162.8050,5246.9619,11.9675,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9996,0.0118,4.0006,0.0427,70.0499,0.9119,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1096,46.4980,0.0014,0.0000,1.2420,51.1728,38.1227,0.0000,0.0001,0.0000,0.0000,0.0000
61,346,20,94,0.2489,0.0382,122.3694,162.8050,5367.3037,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0.0118,4.0006,0.0427,70.0499,0.9119,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1096,46.4856,0.0000,0.0000,1.2420,51.1728,38.1227,0.0000,0.0001,0.0000,0.0000,0.0000
62,346,20,94,0.2510,0.0383,122.3352,162.8050,5489.3560,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0.0118,4.0006,0.0427,70.0499,0.9119,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,0.1096,46.4730,0.0000,0.0000,1.2420,51.1728,38.1227,0.0000,0.0001,0.0000,0.0000,0.0000
63,346,20,94,0.2530,0.0384,132.0443,162.8050,5611.1177,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0.0118,4.0006,0.0427,70.0499,0.9119,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,4.9040,1.6082,1.0667,50.0338,0.0000,0.3734,1.2420,51.1728,38.1227,0.0000,0.0138,0.0000,0.0001,0.0001
64,347,20,94,0.2550,0.0384,132.0095,162.8050,5736.4526,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0118,4.0011,0.0436,70.0551,0.9157,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.0667,50.0211,0.0000,0.0000,1.2420,51.1728,38.1227,0.0000,0.0138,0.0000,0.0000,0.0000
65,347,20,94,0.2570,0.0385,131.9748,162.8050,5864.9067,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0118,4.0011,0.0436,70.0551,0.9157,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.0667,50.0083,0.0000,0.0000,1.2420,51.1728,38.1227,0.0000,0.0138,0.0000,0.0000,0.0000
66,347,20,94,0.2591,0.0385,131.9398,162.8050,5992.0830,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0118,4.0011,0.0436,70.0551,0.9157,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.0667,49.9954,0.0000,0.0000,1.2420,51.1728,38.1227,0.0000,0.0138,0.0000,0.0000,0.0000
67,347,20,94,0.2611,0.0385,131.9062,162.8050,6116.2480,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995,0.0118,4.0011,0.0436,70.0551,0.9157,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.0667,49.9829,0.0000,0.0000,1.2420,51.1728,38.1227,0.0000,0.0138,0.0000,0.0000,0.0000
68,348,20,94,0.2632,0.0386,131.8719,162.8050,6238.0020,11.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9994,0.0120,4.0007,0.0441,70.0552,0.9143,1.0000,0.0000,4.0000,0.0000,75.0000,0.0000,0.0000,0.0000,1.0667,49.9703,0.0000,0.0000,1.2420,51.1728,38.1227,0.0000,0.0138,0.0000,0.0000,0.0000
